record_type,area_code,sec,subsection_code,airport_icao,icao_code,sub,vor_ident,navaid_icao_code,vor_frequency,navaid_class,vor_latitude,vor_longitude,dme_ident,dme_latitude,dme_longitude,station_declination,dme_elevation,figure_of_merit,ils_dme_bias,frequency_protection,datum_code,vor_name,sim_cont_appl_code,sim_cont_appl_label,sim_cont_sim_facility_characteristics,sim_cont_sim_magnetic_variation,sim_cont_sim_facility_elevation,sim_cont_sim_file_record_number,sim_cont_sim_cycle_date,primary_1_123,sim_cont_1_123
S,EEU,D,,,,,SOF,LB,11260,VDH,N42415320,E023232180,,N42415320,E023232180,E0050,01800,2,,329,WGE,SOFIA,S,Simulation application continuation,UU,E0057,,72667,2301,SEEUD        SOF   LB111260VDH  N42415320E023232180    N42415320E023232180E0050018002  329WGESOFIA                         ,SEEUD        SOF   LB2S    UU                                             E0057                                            
S,EEU,D,,,,,SPB,UL,11340,VDHW,N59482480,E030162870,,N59482510,E030162900,E0110,00100,2,,386,WGE,ST PETERSBURG,S,Simulation application continuation,UN,E0120,00100,72671,2304,SEEUD        SPB   UL111340VDHW N59482480E030162870    N59482510E030162900E0110001002  386WGEST PETERSBURG                 ,SEEUD        SPB   UL2S    UN                                             E012000100                                       
S,EEU,D,,,,,SQH,ZU,11450,VDHW,N32273000,E080033600,,N32273000,E080033600,E0010,14085,2,,600,WGE,SHIQUANHE,S,Simulation application continuation,UY,E0018,14085,72673,2413,SEEUD        SQH   ZU111450VDHW N32273000E080033600    N32273000E080033600E0010140852  600WGESHIQUANHE                     ,SEEUD        SQH   ZU2S    UY                                             E001814085                                       
S,EEU,D,,,,,SRN,UW,10840,VDHW,N54074780,E045125180,,N54074810,E045125140,E0120,00700,2,,222,WGE,SARANSK,S,Simulation application continuation,UN,E0125,00700,72679,2013,SEEUD        SRN   UW110840VDHW N54074780E045125180    N54074810E045125140E0120007002  222WGESARANSK                       ,SEEUD        SRN   UW2S    UN                                             E012500700                                       
S,EEU,D,,,,,STJ,LR,11320,VDHW,N44550680,E025583730,,N44550680,E025583730,E0050,00600,2,,321,WGE,STREJNIC,S,Simulation application continuation,UN,E0064,00600,72683,2507,SEEUD        STJ   LR111320VDHW N44550680E025583730    N44550680E025583730E0050006002  321WGESTREJNIC                      ,SEEUD        STJ   LR2S    UN                                             E006400600                                       
S,EEU,D,,,,,STR,UW,11290,VDHW,N56132350,E043463670,,N56132360,E043463600,E0130,00300,2,,576,WGE,STRIGINO (NIZHNY NOVGOROD),S,Simulation application continuation,UN,E0135,00300,72689,2013,SEEUD        STR   UW111290VDHW N56132350E043463670    N56132360E043463600E0130003002  576WGESTRIGINO (NIZHNY NOVGOROD)    ,SEEUD        STR   UW2S    UN                                             E013500300                                       
S,EEU,D,,,,,STW,UR,11490,VDHW,N45062890,E042070070,,N45062890,E042070070,E0080,01500,2,,267,WGE,SHPAKOVSKOYE,S,Simulation application continuation,UN,E0081,01500,72691,2103,SEEUD        STW   UR111490VDHW N45062890E042070070    N45062890E042070070E0080015002  267WGESHPAKOVSKOYE                  ,SEEUD        STW   UR2S    UN                                             E008101500                                       
S,EEU,D,,,,,SUF,ZS,11410,VDLW,N31295400,E120255400,,N31295400,E120255400,W0050,00036,1,,386,WGE,SHUOFANG,S,Simulation application continuation,UY,W0064,00036,72693,1913,SEEUD        SUF   ZS111410VDLW N31295400E120255400    N31295400E120255400W0050000361  386WGESHUOFANG                      ,SEEUD        SUF   ZS2S    UY                                             W006400036                                       
S,EEU,D,,,,,SUW,EP,11770,VDHW,N54041100,E022540100,,N54041100,E022540100,E0060,00600,2,,409,WGE,SUWALKI,S,Simulation application continuation,UN,E0078,00600,72695,2406,SEEUD        SUW   EP111770VDHW N54041100E022540100    N54041100E022540100E0060006002  409WGESUWALKI                       ,SEEUD        SUW   EP2S    UN                                             E007800600                                       
S,EEU,D,,,,,SVR,LH,11770,VDH,N46494100,E018070400,,N46494100,E018070500,E0050,00499,2,,332,WGE,SAGVAR,S,Simulation application continuation,UN,E0054,00499,72697,2106,SEEUD        SVR   LH111770VDH  N46494100E018070400    N46494100E018070500E0050004992  332WGESAGVAR                        ,SEEUD        SVR   LH2S    UN                                             E005400499                                       
S,EEU,D,,,,,SWA,ZG,11260,VDHW,N23262400,E116460000,,N23262400,E116460000,W0040,00033,2,,,WGE,SHANTOU,S,Simulation application continuation,UN,W0039,,72701,2507,SEEUD        SWA   ZG111260VDHW N23262400E116460000    N23262400E116460000W0040000332     WGESHANTOU                       ,SEEUD        SWA   ZG2S    UN                                             W0039                                            
S,EEU,D,,,,,SWI,EP,11220,VDH,N51141020,E022410770,,N51141020,E022410770,E0060,00700,2,,297,WGE,SWIDNIK,S,Simulation application continuation,UN,E0071,00700,72703,2406,SEEUD        SWI   EP111220VDH  N51141020E022410770    N51141020E022410770E0060007002  297WGESWIDNIK                       ,SEEUD        SWI   EP2S    UN                                             E007100700                                       
S,EEU,D,,,,,SYN,EP,11105,VDH,N53362570,E021003320,,N53362570,E021003320,E0060,00600,2,,,WGE,SZYMANY,S,Simulation application continuation,UU,E0072,00600,72709,2406,SEEUD        SYN   EP111105VDH  N53362570E021003320    N53362570E021003320E0060006002     WGESZYMANY                       ,SEEUD        SYN   EP2S    UU                                             E007200600                                       
S,EEU,D,,,,,SYX,ZJ,11250,VDHW,N18183600,E109102400,,N18183600,E109102400,W0020,01499,2,,394,WGE,SANYA,S,Simulation application continuation,UN,W0018,01499,72711,2401,SEEUD        SYX   ZJ111250VDHW N18183600E109102400    N18183600E109102400W0020014992  394WGESANYA                         ,SEEUD        SYX   ZJ2S    UN                                             W001801499                                       
S,EEU,D,,,,,SZY,ZB,11720,VDHW,N40062400,E116254800,,N40062400,E116254800,W0080,00236,2,,584,WGE,SHAZIYING,S,Simulation application continuation,UN,W0076,00236,72715,2411,SEEUD        SZY   ZB111720VDHW N40062400E116254800    N40062400E116254800W0080002362  584WGESHAZIYING                     ,SEEUD        SZY   ZB2S    UN                                             W007600236                                       
S,EEU,D,,,,,TAI,ZW,11430,VDHW,N47444800,E088050000,,N47444800,E088050000,E0040,02513,2,,583,WGE,ALTAY,S,Simulation application continuation,UN,E0032,02513,72717,2007,SEEUD        TAI   ZW111430VDHW N47444800E088050000    N47444800E088050000E0040025132  583WGEALTAY                         ,SEEUD        TAI   ZW2S    UN                                             E003202513                                       
S,EEU,D,,,,,TAJ,ZB,11210,VDHW,N39064075,E117212461,,N39064075,E117212461,W0070,00036,2,,,WGE,TIANJIN,S,Simulation application continuation,UN,W0076,00036,72719,2205,SEEUD        TAJ   ZB111210VDHW N39064075E117212461    N39064075E117212461W0070000362     WGETIANJIN                       ,SEEUD        TAJ   ZB2S    UN                                             W007600036                                       
S,EEU,D,,,,,TAN,ZG,11250,VDUW,N23400600,E113143000,,N23400600,E113143000,W0030,00604,2,,394,WGE,YUANTAN,S,Simulation application continuation,UN,W0034,00604,72721,2501,SEEUD        TAN   ZG111250VDUW N23400600E113143000    N23400600E113143000W0030006042  394WGEYUANTAN                       ,SEEUD        TAN   ZG2S    UN                                             W003400604                                       
S,EEU,D,,,,,TAO,ZS,11750,VDHW,N36171800,E120221200,,N36171800,E120221200,W0060,00059,2,,359,WGE,QINGDAO,S,Simulation application continuation,AY,W0076,00059,72723,1708,SEEUD        TAO   ZS111750VDHW N36171800E120221200    N36171800E120221200W0060000592  359WGEQINGDAO                       ,SEEUD        TAO   ZS2S    AY                                             W007600059                                       
S,EEU,D,,,,,TAR,UA,11590,VDHW,N42521400,E071165410,,N42521400,E071165410,E0060,02200,2,,,WGE,TARAZ,S,Simulation application continuation,UN,E0060,02200,72725,1912,SEEUD        TAR   UA111590VDHW N42521400E071165410    N42521400E071165410E0060022002     WGETARAZ                         ,SEEUD        TAR   UA2S    UN                                             E006002200                                       
S,EEU,D,,,,,TBS,UG,11370,VDH,N41401370,E044564880,,N41401370,E044564880,E0070,01700,2,,541,WGE,TBILISI,S,Simulation application continuation,UN,E0070,01700,72731,2013,SEEUD        TBS   UG111370VDH  N41401370E044564880    N41401370E044564880E0070017002  541WGETBILISI                       ,SEEUD        TBS   UG2S    UN                                             E007001700                                       
S,EEU,D,,,,,TCH,ZW,11310,VDHW,N46393000,E083220600,,N46393000,E083220600,E0050,02031,2,,494,WGE,TACHENG,S,Simulation application continuation,UN,E0046,02031,72733,2113,SEEUD        TCH   ZW111310VDHW N46393000E083220600    N46393000E083220600E0050020312  494WGETACHENG                       ,SEEUD        TCH   ZW2S    UN                                             E004602031                                       
S,EEU,D,,,,,TDK,UA,11610,VDUW,N45062230,E078254760,,N45062230,E078254760,E0050,02000,2,,,WGE,TALDYKORGAN,S,Simulation application continuation,UN,E0055,02000,72743,1912,SEEUD        TDK   UA111610VDUW N45062230E078254760    N45062230E078254760E0050020002     WGETALDYKORGAN                   ,SEEUD        TDK   UA2S    UN                                             E005502000                                       
S,EEU,D,,,,,TGJ,LR,11530,VDHW,N45033900,E023200300,,N45033900,E023200300,E0050,00900,2,,256,WGE,TARGU JIU,S,Simulation application continuation,UN,E0060,00900,72749,1205,SEEUD        TGJ   LR111530VDHW N45033900E023200300    N45033900E023200300E0050009002  256WGETARGU JIU                     ,SEEUD        TGJ   LR2S    UN                                             E006000900                                       
S,EEU,D,,,,,TGO,ZY,11630,VDHW,N43333600,E122114800,,N43333600,E122114800,W0100,00630,2,,,WGE,TONGLIAO,S,Simulation application continuation,UN,W0100,00630,72753,2005,SEEUD        TGO   ZY111630VDHW N43333600E122114800    N43333600E122114800W0100006302     WGETONGLIAO                      ,SEEUD        TGO   ZY2S    UN                                             W010000630                                       
S,EEU,D,,,,,TGZ,UA,11390,VDL,N46172390,E053252990,,N46172390,E053252990,E0090,00001,0,,569,WGE,TENGIZ,S,Simulation application continuation,UN,E0089,00001,72755,2202,SEEUD        TGZ   UA111390VDL  N46172390E053252990    N46172390E053252990E0090000010  569WGETENGIZ                        ,SEEUD        TGZ   UA2S    UN                                             E008900001                                       
S,EEU,D,,,,,THA,ZS,11470,VDHW,N31464200,E117072400,,N31464200,E117072400,W0040,00148,2,,397,WGE,TAOHUA,S,Simulation application continuation,UN,W0058,00148,72757,1713,SEEUD        THA   ZS111470VDHW N31464200E117072400    N31464200E117072400W0040001482  397WGETAOHUA                        ,SEEUD        THA   ZS2S    UN                                             W005800148                                       
S,EEU,D,,,,,THN,UN,11370,VDHW,N65480050,E087560710,,N65480010,E087560710,E0140,00197,2,,553,WGE,TURUKHANSK,S,Simulation application continuation,UN,E0128,00197,72759,2309,SEEUD        THN   UN111370VDHW N65480050E087560710    N65480010E087560710E0140001972  553WGETURUKHANSK                    ,SEEUD        THN   UN2S    UN                                             E012800197                                       
S,EEU,D,,,,,TJK,ZB,11340,VDHW,N39092400,E117311200,,N39092400,E117311200,W0070,00013,2,,596,WGE,DONGLIHU,S,Simulation application continuation,UN,W0076,00013,72765,2205,SEEUD        TJK   ZB111340VDHW N39092400E117311200    N39092400E117311200W0070000132  596WGEDONGLIHU                      ,SEEUD        TJK   ZB2S    UN                                             W007600013                                       
S,EEU,D,,,,,TKT,UT,11320,VDHW,N41151610,E069151300,,N41151610,E069151300,E0060,01400,2,,,WGE,TASHKENT,S,Simulation application continuation,UY,E0056,01400,72771,2508,SEEUD        TKT   UT111320VDHW N41151610E069151300    N41151610E069151300E0060014002     WGETASHKENT                      ,SEEUD        TKT   UT2S    UY                                             E005601400                                       
S,EEU,D,,,,,TLA,LR,11480,VDH,N45044330,E028423420,,N45044330,E028423420,E0060,00300,2,,238,WGE,TULCEA,S,Simulation application continuation,UN,E0068,00300,72773,1913,SEEUD        TLA   LR111480VDH  N45044330E028423420    N45044330E028423420E0060003002  238WGETULCEA                        ,SEEUD        TLA   LR2S    UN                                             E006800300                                       
S,EEU,D,,,,,TMR,ZB,11330,VDHW,N41503600,E113091200,,N41503600,E113091200,W0060,00001,2,,560,WGE,TUMURTAI,S,Simulation application continuation,UN,W0069,,72785,1106,SEEUD        TMR   ZB111330VDHW N41503600E113091200    N41503600E113091200W0060000012  560WGETUMURTAI                      ,SEEUD        TMR   ZB2S    UN                                             W0069                                            
S,EEU,D,,,,,TNL,US,11060,VDHW,N64561600,E077490600,,N64561600,E077490600,E0190,00098,2,,,WGE,TARKO-SALE,S,Simulation application continuation,UN,E0191,00098,72787,2502,SEEUD        TNL   US111060VDHW N64561600E077490600    N64561600E077490600E0190000982     WGETARKO-SALE                    ,SEEUD        TNL   US2S    UN                                             E019100098                                       
S,EEU,D,,,,,TOL,ZS,11590,VDHW,N29454800,E119393600,,N29454800,E119393600,W0050,00177,2,,523,WGE,TONGLU,S,Simulation application continuation,UN,W0058,00177,72789,1702,SEEUD        TOL   ZS111590VDHW N29454800E119393600    N29454800E119393600W0050001772  523WGETONGLU                        ,SEEUD        TOL   ZS2S    UN                                             W005800177                                       
S,EEU,D,,,,,TPS,LH,11590,VDH,N47293570,E019264640,,N47293580,E019264580,E0050,00833,2,,346,WGE,TAPIOSAP,S,Simulation application continuation,UN,E0058,00833,72795,2101,SEEUD        TPS   LH111590VDH  N47293570E019264640    N47293580E019264580E0050008332  346WGETAPIOSAP                      ,SEEUD        TPS   LH2S    UN                                             E005800833                                       
S,EEU,D,,,,,TRK,UA,11460,VDH,N43193230,E068344610,,N43193230,E068344610,E0060,01000,2,,416,WGE,TURKISTAN,S,Simulation application continuation,UN,E0066,01000,72799,2010,SEEUD        TRK   UA111460VDH  N43193230E068344610    N43193230E068344610E0060010002  416WGETURKISTAN                     ,SEEUD        TRK   UA2S    UN                                             E006601000                                       
S,EEU,D,,,,,TRN,UI,11290,VDLW,N59511610,E111024380,,N59511610,E111024380,W0100,01378,1,,394,WGE,TALAKAN,S,Simulation application continuation,UN,W0098,01378,72803,2310,SEEUD        TRN   UI111290VDLW N59511610E111024380    N59511610E111024380W0100013781  394WGETALAKAN                       ,SEEUD        TRN   UI2S    UN                                             W009801378                                       
S,EEU,D,,,,,TRN,ZU,11520,VDHW,N27520600,E109173600,,N27520600,E109173600,W0030,02365,2,,,WGE,TONGREN,S,Simulation application continuation,UN,W0033,02365,72805,1811,SEEUD        TRN   ZU111520VDHW N27520600E109173600    N27520600E109173600W0030023652     WGETONGREN                       ,SEEUD        TRN   ZU2S    UN                                             W003302365                                       
S,EEU,D,,,,,TRZ,UT,11340,VDHW,N37171212,E067190389,,N37171212,E067190389,E0040,01100,2,,479,WGE,TERMEZ,S,Simulation application continuation,UN,E0044,01100,72807,2401,SEEUD        TRZ   UT111340VDHW N37171212E067190389    N37171212E067190389E0040011002  479WGETERMEZ                        ,SEEUD        TRZ   UT2S    UN                                             E004401100                                       
S,EEU,D,,,,,TUK,EV,11230,VDHW,N56555010,E023142390,,N56555010,E023142390,E0100,00200,2,,567,WGE,SMARDE,S,Simulation application continuation,UN,E0087,00200,72815,2311,SEEUD        TUK   EV111230VDHW N56555010E023142390    N56555010E023142390E0100002002  567WGESMARDE                        ,SEEUD        TUK   EV2S    UN                                             E008700200                                       
S,EEU,D,,,,,TVS,UT,11270,VDLW,N41183037,E069214684,,N41183037,E069214684,E0060,01600,1,,263,WGE,TASHKENT,S,Simulation application continuation,UN,E0056,01600,72817,2510,SEEUD        TVS   UT111270VDLW N41183037E069214684    N41183037E069214684E0060016001  263WGETASHKENT                      ,SEEUD        TVS   UT2S    UN                                             E005601600                                       
S,EEU,D,,,,,TXN,ZS,11610,VDHW,N29441800,E118151200,,N29441800,E118151200,W0050,00463,2,,480,WGE,HUANGSHAN/TUNXI,S,Simulation application continuation,UN,W0056,00463,72819,1805,SEEUD        TXN   ZS111610VDHW N29441800E118151200    N29441800E118151200W0050004632  480WGEHUANGSHAN/TUNXI               ,SEEUD        TXN   ZS2S    UN                                             W005600463                                       
S,EEU,D,,,,,TYN,ZB,11310,VDUW,N37445400,E112371200,,N37445400,E112371200,W0040,02579,2,,468,WGE,TAIYUAN,S,Simulation application continuation,UN,W0059,02579,72821,1912,SEEUD        TYN   ZB111310VDUW N37445400E112371200    N37445400E112371200W0040025792  468WGETAIYUAN                       ,SEEUD        TYN   ZB2S    UN                                             W005902579                                       
S,EEU,D,,,,,TZH,ZB,11560,VDHW,N40243000,E114030600,,N40243000,E114030600,W0060,00001,2,,600,WGE,TIANZHEN,S,Simulation application continuation,UN,W0069,,72825,1601,SEEUD        TZH   ZB111560VDHW N40243000E114030600    N40243000E114030600W0060000012  600WGETIANZHEN                      ,SEEUD        TZH   ZB2S    UN                                             W0069                                            
S,EEU,D,,,,,UDA,ZM,11600,VDHW,N47520400,E106440100,,N47520400,E106440100,W0050,04232,2,,,WGE,ULAANBAATAR,S,Simulation application continuation,UN,W0055,04232,72831,2106,SEEUD        UDA   ZM111600VDHW N47520400E106440100    N47520400E106440100W0050042322     WGEULAANBAATAR                   ,SEEUD        UDA   ZM2S    UN                                             W005504232                                       
S,EEU,D,,,,,UHR,UH,11420,VDHW,N57083300,E156455900,,N57083300,E156455900,W0090,00001,2,,,WGE,UST-KHARYUZOVO,S,Simulation application continuation,UN,W0090,00001,72833,2308,SEEUD        UHR   UH111420VDHW N57083300E156455900    N57083300E156455900W0090000012     WGEUST-KHARYUZOVO                ,SEEUD        UHR   UH2S    UN                                             W009000001                                       
S,EEU,D,,,,,UHT,UL,11380,VDHW,N63333730,E053473650,,N63333730,E053473650,E0210,00500,2,,452,WGE,UKHTA,S,Simulation application continuation,UN,E0208,00500,72835,2310,SEEUD        UHT   UL111380VDHW N63333730E053473650    N63333730E053473650E0210005002  452WGEUKHTA                         ,SEEUD        UHT   UL2S    UN                                             E020800500                                       
S,EEU,D,,,,,UKM,UA,11500,VDH,N50015800,E082303110,,N50015800,E082303110,E0060,01000,2,,,WGE,UST-KAMENOGORSK,S,Simulation application continuation,UN,E0061,,72837,2112,SEEUD        UKM   UA111500VDH  N50015800E082303110    N50015800E082303110E0060010002     WGEUST-KAMENOGORSK               ,SEEUD        UKM   UA2S    UN                                             E0061                                            
S,EEU,D,,,,,ULD,UI,11350,VDHW,N51484220,E107262390,,N51484220,E107262390,W0060,01673,2,,,WGE,MUKHINO,S,Simulation application continuation,UN,W0064,01673,72839,2509,SEEUD        ULD   UI111350VDHW N51484220E107262390    N51484220E107262390W0060016732     WGEMUKHINO                       ,SEEUD        ULD   UI2S    UN                                             W006401673                                       
S,EEU,D,,,,,URL,UA,11420,VDHW,N51085520,E051323760,,N51085520,E051323760,E0110,00200,2,,348,WGE,URALSK,S,Simulation application continuation,UN,E0114,00200,72843,1912,SEEUD        URL   UA111420VDHW N51085520E051323760    N51085520E051323760E0110002002  348WGEURALSK                        ,SEEUD        URL   UA2S    UN                                             E011400200                                       
S,EEU,D,,,,,URT,US,11160,VDHW,N57110160,E065194800,,N57110160,E065194800,E0150,00400,2,,404,WGE,TYUMEN,S,Simulation application continuation,UN,E0153,00400,72845,2313,SEEUD        URT   US111160VDHW N57110160E065194800    N57110160E065194800E0150004002  404WGETYUMEN                        ,SEEUD        URT   US2S    UN                                             E015300400                                       
S,EEU,D,,,,,UTS,UE,11230,VDHW,N62053310,E129470510,,N62053310,E129470510,W0160,00394,2,,,WGE,YAKUTSK,S,Simulation application continuation,UN,W0164,00394,72847,2305,SEEUD        UTS   UE111230VDHW N62053310E129470510    N62053310E129470510W0160003942     WGEYAKUTSK                       ,SEEUD        UTS   UE2S    UN                                             W016400394                                       
S,EEU,D,,,,,UWS,UW,11370,VDLW,N54240560,E048483680,,N54240560,E048483680,E0130,00251,1,,404,WGE,ULYANOVSK-VOSTOCHNY,S,Simulation application continuation,UN,E0131,00251,72849,2306,SEEUD        UWS   UW111370VDLW N54240560E048483680    N54240560E048483680E0130002511  404WGEULYANOVSK-VOSTOCHNY           ,SEEUD        UWS   UW2S    UN                                             E013100251                                       
S,EEU,D,,,,,VBV,LR,11495,VDL,N45422620,E025311750,,N45422640,E025311700,E0060,01800,1,,,WGE,BRASOV,S,Simulation application continuation,UN,E0064,,72853,2306,SEEUD        VBV   LR111495VDL  N45422620E025311750    N45422640E025311700E0060018001     WGEBRASOV                        ,SEEUD        VBV   LR2S    UN                                             E0064                                            
S,EEU,D,,,,,VEN,EV,11785,VDHW,N57204200,E021313800,,N57204200,E021313800,E0080,00001,2,,,WGE,VENTSPILS,S,Simulation application continuation,UY,E0083,,72855,2205,SEEUD        VEN   EV111785VDHW N57204200E021313800    N57204200E021313800E0080000012     WGEVENTSPILS                     ,SEEUD        VEN   EV2S    UY                                             E0083                                            
S,EEU,D,,,,,VGA,ZM,11640,VDHW,N46224240,E096125660,,N46224240,E096125660,W0000,07283,2,,,WGE,TAISHIR,S,Simulation application continuation,UY,W0004,07283,72859,2111,SEEUD        VGA   ZM111640VDHW N46224240E096125660    N46224240E096125660W0000072832     WGETAISHIR                       ,SEEUD        VGA   ZM2S    UY                                             W000407283                                       
S,EEU,D,,,,,VLM,LK,11430,VDH,N49421538,E015040027,,N49421538,E015040027,E0040,01500,2,,289,WGE,VLASIM,S,Simulation application continuation,UU,E0052,01500,72867,1705,SEEUD        VLM   LK111430VDH  N49421538E015040027    N49421538E015040027E0040015002  289WGEVLASIM                        ,SEEUD        VLM   LK2S    UU                                             E005201500                                       
S,EEU,D,,,,,VMB,ZS,11390,VDHW,N31443600,E120113000,,N31443600,E120113000,W0050,00125,2,,548,WGE,WUXI,S,Simulation application continuation,UN,W0064,00125,72869,1913,SEEUD        VMB   ZS111390VDHW N31443600E120113000    N31443600E120113000W0050001252  548WGEWUXI                          ,SEEUD        VMB   ZS2S    UN                                             W006400125                                       
S,EEU,D,,,,,VNO,EY,11380,VDH,N54380980,E025173710,,N54380980,E025173710,E0080,00700,2,,288,WGE,VILNIUS,S,Simulation application continuation,UU,E0086,00700,72871,1609,SEEUD        VNO   EY111380VDH  N54380980E025173710    N54380980E025173710E0080007002  288WGEVILNIUS                       ,SEEUD        VNO   EY2S    UU                                             E008600700                                       
S,EEU,D,,,,,VOZ,LK,11695,VDHW,N49315638,E014522879,,N49315638,E014522879,E0050,02200,2,,430,WGE,VOZICE,S,Simulation application continuation,UN,E0051,,72873,2211,SEEUD        VOZ   LK111695VDHW N49315638E014522879    N49315638E014522879E0050022002  430WGEVOZICE                        ,SEEUD        VOZ   LK2S    UN                                             E0051                                            
S,EEU,D,,,,,VTB,UM,11270,VDH,N55074040,E030213580,,N55074040,E030213580,E0090,00700,2,,452,WGE,VICIEBSK,S,Simulation application continuation,UN,E0100,,72877,2110,SEEUD        VTB   UM111270VDH  N55074040E030213580    N55074040E030213580E0090007002  452WGEVICIEBSK                      ,SEEUD        VTB   UM2S    UN                                             E0100                                            
S,EEU,D,,,,,VYK,ZB,11270,VDHW,N39114200,E116341800,,N39114200,E116341800,W0060,00100,2,,560,WGE,DAWANGZHUANG,S,Simulation application continuation,UN,W0074,,72879,1601,SEEUD        VYK   ZB111270VDHW N39114200E116341800    N39114200E116341800W0060001002  560WGEDAWANGZHUANG                  ,SEEUD        VYK   ZB2S    UN                                             W0074                                            
S,EEU,D,,,,,WAR,EP,11490,VDH,N52153300,E020392600,,N52153300,E020392600,E0060,00300,2,,337,WGE,ZABOROWEK,S,Simulation application continuation,UN,E0068,00300,72881,2505,SEEUD        WAR   EP111490VDH  N52153300E020392600    N52153300E020392600E0060003002  337WGEZABOROWEK                     ,SEEUD        WAR   EP2S    UN                                             E006800300                                       
S,EEU,D,,,,,WCF,ZJ,11750,VDHW,N19510600,E110471800,,N19510600,E110471800,W0020,00161,2,,481,WGE,WENCHANG,S,Simulation application continuation,UN,W0023,00161,72883,2305,SEEUD        WCF   ZJ111750VDHW N19510600E110471800    N19510600E110471800W0020001612  481WGEWENCHANG                      ,SEEUD        WCF   ZJ2S    UN                                             W002300161                                       
S,EEU,D,,,,,WCL,EP,11165,VDL,N51053360,E016550820,,N51053360,E016550820,E0050,00400,1,,470,WGE,WROCLAW,S,Simulation application continuation,UN,E0058,00400,72885,2406,SEEUD        WCL   EP111165VDL  N51053360E016550820    N51053360E016550820E0050004001  470WGEWROCLAW                       ,SEEUD        WCL   EP2S    UN                                             E005800400                                       
S,EEU,D,,,,,WEH,ZS,11580,VDHW,N37110333,E122133052,,N37110333,E122133052,W0070,00148,2,,423,WGE,WEIHAI,S,Simulation application continuation,UN,W0082,00148,72887,1711,SEEUD        WEH   ZS111580VDHW N37110333E122133052    N37110333E122133052W0070001482  423WGEWEIHAI                        ,SEEUD        WEH   ZS2S    UN                                             W008200148                                       
S,EEU,D,,,,,WFG,ZS,11660,VDHW,N36384800,E119071200,,N36384800,E119071200,W0070,00177,2,,577,WGE,WEIFANG,S,Simulation application continuation,UN,W0074,00177,72889,2403,SEEUD        WFG   ZS111660VDHW N36384800E119071200    N36384800E119071200W0070001772  577WGEWEIFANG                       ,SEEUD        WFG   ZS2S    UN                                             W007400177                                       
S,EEU,D,,,,,WFX,ZU,11710,VDHW,N30362400,E104293000,,N30362400,E104293000,W0020,01000,2,,,WGE,WUFENGXI,S,Simulation application continuation,UN,W0025,01000,72891,1713,SEEUD        WFX   ZU111710VDHW N30362400E104293000    N30362400E104293000W0020010002     WGEWUFENGXI                      ,SEEUD        WFX   ZU2S    UN                                             W002501000                                       
S,EEU,D,,,,,WGD,UL,10980,VDHW,N59170700,E039564800,,N59170700,E039564800,E0140,00394,2,,,WGE,VOLOGDA,S,Simulation application continuation,UY,E0145,00394,72893,2310,SEEUD        WGD   UL110980VDHW N59170700E039564800    N59170700E039564800E0140003942     WGEVOLOGDA                       ,SEEUD        WGD   UL2S    UY                                             E014500394                                       
S,EEU,D,,,,,WGD,UR,11530,VDHW,N48465070,E044203660,,N48465070,E044203660,E0100,00500,2,,310,WGE,VOLGOGRAD,S,Simulation application continuation,UN,E0097,00500,72895,2306,SEEUD        WGD   UR111530VDHW N48465070E044203660    N48465070E044203660E0100005002  310WGEVOLGOGRAD                     ,SEEUD        WGD   UR2S    UN                                             E009700500                                       
S,EEU,D,,,,,WHA,ZH,11220,VDUW,N30465400,E114121200,,N30465400,E114121200,W0050,00141,2,,,WGE,TIANHE,S,Simulation application continuation,UN,W0049,00141,72897,2411,SEEUD        WHA   ZH111220VDUW N30465400E114121200    N30465400E114121200W0050001412     WGETIANHE                        ,SEEUD        WHA   ZH2S    UN                                             W004900141                                       
S,EEU,D,,,,,WHX,ZS,11545,VDLW,N31052500,E118385080,,N31052500,E118385080,W0060,00118,1,,,WGE,WUHU,S,Simulation application continuation,UN,W0060,00118,72899,2413,SEEUD        WHX   ZS111545VDLW N31052500E118385080    N31052500E118385080W0060001181     WGEWUHU                          ,SEEUD        WHX   ZS2S    UN                                             W006000118                                       
S,EEU,D,,,,,WJC,ZL,11530,VDHW,N35464200,E109223600,,N35464200,E109223600,W0040,03665,2,,522,WGE,LUOCHUAN,S,Simulation application continuation,UN,W0045,,72905,1608,SEEUD        WJC   ZL111530VDHW N35464200E109223600    N35464200E109223600W0040036652  522WGELUOCHUAN                      ,SEEUD        WJC   ZL2S    UN                                             W0045                                            
S,EEU,D,,,,,WKL,UL,10820,VDHW,N56224600,E030362400,,N56224600,E030362400,E0090,00416,2,,573,WGE,VELIKIYE LUKI,S,Simulation application continuation,UN,E0106,00416,72909,1205,SEEUD        WKL   UL110820VDHW N56224600E030362400    N56224600E030362400E0090004162  573WGEVELIKIYE LUKI                 ,SEEUD        WKL   UL2S    UN                                             E010600416                                       
S,EEU,D,,,,,WLK,UR,11560,VDHW,N43120150,E044381450,,N43120150,E044381450,E0070,01772,2,,,WGE,BESLAN,S,Simulation application continuation,UN,E0075,01772,72911,2113,SEEUD        WLK   UR111560VDHW N43120150E044381450    N43120150E044381450E0070017722     WGEBESLAN                        ,SEEUD        WLK   UR2S    UN                                             E007501772                                       
